id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
706509,28000.0,5,14.47,658.36,C,C2,3684.0,< 1 year,1,145000.0,1,2014-02-01,0,4,134.0,8,12.93,0.0,675.0,679.0,8.0,0.0,0.0,22193.0,89.1,19.0,1,0,Sep-2000,4.0,1.0,0.0,4.0,5.0,5.0,4.0,7.0,11.0,5.0,8.0,5.0,8.0,0.0,0.0,0.0,1.0
538912,4800.0,3,9.44,153.63,B,B1,1562.0,9 years,0,100000.0,0,2017-09-01,0,2,556.0,10,10.52,0.0,730.0,734.0,3.0,0.0,0.0,6426.0,98.9,19.0,1,0,Jul-2004,5.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,10.0,1.0,7.0,1.0,3.0,0.0,0.0,0.0,1.0
312880,16875.0,3,16.99,601.56,D,D3,199755.0,10+ years,0,57000.0,1,2014-05-01,1,0,161.0,14,8.04,1.0,665.0,669.0,13.0,0.0,0.0,8045.0,64.4,21.0,1,0,Jul-1999,0.0,1.0,0.0,5.0,6.0,6.0,5.0,6.0,7.0,9.0,11.0,6.0,13.0,0.0,0.0,0.0,2.0
160087,9600.0,3,9.58,307.88,B,B1,582.0,5 years,0,70000.0,2,2018-06-01,0,0,167.0,8,22.66,0.0,685.0,689.0,7.0,0.0,0.0,3066.0,28.9,9.0,0,1,May-2007,0.0,1.0,0.0,4.0,5.0,5.0,4.0,4.0,2.0,6.0,7.0,5.0,7.0,0.0,0.0,0.0,1.0
604984,11000.0,3,11.99,365.31,B,B5,54.0,,0,52000.0,2,2014-11-01,0,4,698.0,35,24.28,1.0,670.0,674.0,8.0,0.0,0.0,2898.0,76.3,24.0,1,0,Sep-2002,4.0,1.0,3.0,3.0,3.0,3.0,3.0,10.0,8.0,4.0,11.0,3.0,8.0,0.0,0.0,1.0,3.0
556793,9000.0,3,20.0,334.48,D,D4,54.0,,1,6650.0,2,2018-01-01,1,0,144.0,5,121.95,0.0,750.0,754.0,10.0,0.0,0.0,1919.0,10.2,14.0,0,1,May-2002,0.0,1.0,0.0,4.0,5.0,5.0,4.0,5.0,6.0,7.0,8.0,5.0,10.0,0.0,0.0,0.0,5.0
627307,8000.0,3,9.44,256.04,B,B1,140966.0,8 years,0,65000.0,0,2017-06-01,0,4,353.0,30,2.66,0.0,690.0,694.0,6.0,2.0,0.0,4908.0,27.7,9.0,0,0,Feb-2008,4.0,1.0,0.0,2.0,2.0,2.0,3.0,4.0,1.0,5.0,7.0,2.0,6.0,0.0,0.0,0.0,1.0
677053,38500.0,3,15.49,1343.88,C,C4,16546.0,2 years,0,41600.0,2,2018-05-01,0,4,696.0,15,41.95,0.0,715.0,719.0,8.0,0.0,0.0,34246.0,77.7,17.0,0,1,Jul-2002,4.0,1.0,0.0,4.0,4.0,4.0,5.0,6.0,8.0,5.0,7.0,4.0,8.0,0.0,0.0,0.0,1.0
644880,4500.0,3,7.97,140.96,A,A5,7305.0,3 years,1,70000.0,0,2017-12-01,0,4,132.0,12,20.76,0.0,790.0,794.0,10.0,0.0,0.0,3516.0,6.9,28.0,1,0,Oct-2003,4.0,1.0,0.0,6.0,6.0,6.0,7.0,12.0,15.0,8.0,13.0,7.0,10.0,0.0,0.0,0.0,3.0
72011,5000.0,3,17.57,179.69,D,D2,54.0,,0,15600.0,2,2014-01-01,0,0,144.0,5,33.69,0.0,660.0,664.0,11.0,1.0,1.0,4650.0,31.0,14.0,1,0,Feb-2006,0.0,1.0,0.0,3.0,6.0,6.0,3.0,3.0,3.0,10.0,11.0,6.0,11.0,0.0,0.0,0.0,1.0
771925,11700.0,3,17.27,418.72,D,D2,73066.0,7 years,1,39000.0,1,2016-03-01,0,5,19.0,14,16.68,0.0,680.0,684.0,8.0,0.0,0.0,6937.0,50.3,10.0,1,0,Sep-2010,6.0,1.0,0.0,3.0,6.0,6.0,3.0,3.0,1.0,7.0,9.0,6.0,8.0,0.0,0.0,0.0,2.0
426785,12000.0,3,13.59,407.75,C,C2,13390.0,2 years,1,48000.0,0,2017-10-01,1,0,63.0,14,18.3,0.0,705.0,709.0,6.0,0.0,0.0,10341.0,64.6,10.0,1,0,Aug-2012,0.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,7.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,1.0
708802,19950.0,3,16.99,711.18,D,D3,66544.0,10+ years,1,49000.0,1,2015-07-01,0,0,715.0,13,30.71,0.0,705.0,709.0,7.0,0.0,0.0,10038.0,66.5,14.0,0,0,Mar-2003,0.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,9.0,4.0,5.0,3.0,7.0,0.0,0.0,0.0,1.0
524263,15000.0,3,5.32,451.73,A,A1,19.0,8 years,1,70000.0,0,2017-08-01,0,0,339.0,26,11.85,0.0,720.0,724.0,8.0,0.0,0.0,7289.0,33.0,11.0,0,0,Oct-2011,0.0,1.0,0.0,4.0,4.0,4.0,5.0,7.0,1.0,6.0,9.0,4.0,8.0,0.0,0.0,0.0,1.0
551675,11200.0,5,10.99,243.46,B,B2,26044.0,6 years,0,135000.0,0,2014-04-01,0,4,235.0,8,10.99,0.0,710.0,714.0,6.0,0.0,0.0,19789.0,95.1,26.0,1,0,Dec-1997,4.0,1.0,0.0,2.0,2.0,2.0,2.0,8.0,13.0,2.0,10.0,2.0,6.0,0.0,0.0,0.0,1.0
112733,10400.0,3,10.49,337.98,B,B3,54.0,,0,50000.0,2,2014-11-01,0,0,80.0,21,23.38,0.0,705.0,709.0,10.0,0.0,0.0,12627.0,56.6,26.0,1,0,Oct-1999,0.0,1.0,0.0,3.0,4.0,4.0,3.0,10.0,7.0,6.0,16.0,4.0,10.0,0.0,0.0,0.0,5.0
684673,15000.0,5,9.17,312.62,B,B2,80.0,< 1 year,0,55000.0,0,2015-07-01,0,0,61.0,31,5.27,0.0,795.0,799.0,16.0,0.0,0.0,11834.0,17.2,31.0,0,0,May-1985,0.0,1.0,0.0,5.0,9.0,9.0,6.0,12.0,6.0,15.0,22.0,9.0,16.0,0.0,0.0,0.0,1.0
370023,35000.0,3,19.05,1283.85,D,D4,295396.0,9 years,1,135000.0,1,2013-06-01,0,1,85.0,19,6.82,0.0,715.0,719.0,7.0,0.0,0.0,11180.0,50.4,19.0,1,0,Dec-2000,1.0,1.0,0.0,2.0,3.0,3.0,4.0,13.0,1.0,6.0,18.0,3.0,7.0,0.0,0.0,0.0,1.0
303688,10000.0,3,7.99,313.32,A,A5,119241.0,2 years,1,45000.0,1,2017-04-01,0,0,365.0,19,33.68,0.0,700.0,704.0,12.0,0.0,0.0,13038.0,50.3,26.0,1,0,Dec-2001,0.0,1.0,0.0,4.0,6.0,6.0,4.0,4.0,17.0,7.0,9.0,6.0,12.0,0.0,0.0,0.0,1.0
737972,20000.0,3,6.89,616.54,A,A3,54.0,,0,67000.0,2,2015-10-01,1,4,357.0,0,12.16,0.0,715.0,719.0,10.0,0.0,0.0,20867.0,49.4,37.0,0,0,May-1998,4.0,1.0,1.0,4.0,7.0,7.0,4.0,6.0,17.0,7.0,15.0,7.0,10.0,0.0,0.0,0.0,0.0
80591,15000.0,3,10.49,487.47,B,B2,153.0,10+ years,0,156000.0,1,2016-11-01,0,1,282.0,7,21.49,0.0,725.0,729.0,17.0,0.0,0.0,20250.0,51.1,28.0,1,0,Nov-2001,1.0,1.0,0.0,3.0,7.0,7.0,5.0,5.0,13.0,11.0,15.0,7.0,17.0,0.0,0.0,0.0,1.0
545670,6025.0,3,10.99,197.23,B,B4,1550.0,1 year,1,34000.0,0,2015-10-01,0,4,42.0,26,21.88,0.0,700.0,704.0,15.0,0.0,0.0,5485.0,44.6,18.0,0,0,Sep-2010,4.0,1.0,0.0,3.0,4.0,4.0,3.0,3.0,12.0,4.0,6.0,4.0,15.0,0.0,0.0,0.0,1.0
660824,12000.0,3,13.99,410.08,C,C4,69553.0,3 years,1,40000.0,1,2015-06-01,0,0,112.0,23,32.73,0.0,660.0,664.0,15.0,1.0,1.0,10359.0,79.1,35.0,1,0,Dec-1997,0.0,1.0,0.0,4.0,5.0,5.0,4.0,14.0,13.0,11.0,22.0,5.0,14.0,0.0,0.0,0.0,4.0
317993,8000.0,3,14.46,275.22,C,C4,19.0,10+ years,2,52000.0,0,2016-04-01,0,4,104.0,23,29.51,0.0,670.0,674.0,18.0,0.0,0.0,6066.0,50.5,32.0,0,0,Dec-2007,4.0,1.0,0.0,3.0,4.0,4.0,3.0,4.0,19.0,6.0,11.0,4.0,18.0,0.0,0.0,0.0,1.0
556802,6000.0,3,7.9,187.75,A,A4,340770.0,1 year,0,48000.0,0,2012-07-01,0,5,431.0,20,18.96,0.0,715.0,719.0,12.0,0.0,0.0,5681.0,30.5,15.0,1,0,Oct-2007,56406.0,1.0,,,,,5.0,,,,,,12.0,,,,
457524,16000.0,5,12.61,360.87,C,C1,110096.0,2 years,0,35000.0,1,2018-03-01,0,0,400.0,17,10.29,0.0,685.0,689.0,6.0,1.0,1.0,10946.0,67.6,7.0,0,0,Oct-1993,0.0,1.0,0.0,2.0,4.0,4.0,3.0,3.0,0.0,5.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0
750890,27600.0,3,13.33,934.35,C,C3,132.0,10+ years,1,60000.0,1,2015-07-01,1,0,124.0,13,20.35,0.0,725.0,729.0,5.0,0.0,0.0,8803.0,84.6,18.0,1,0,Jun-1995,0.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,5.0,3.0,9.0,2.0,5.0,0.0,0.0,0.0,1.0
58578,28000.0,3,21.45,1061.39,D,D5,82756.0,9 years,0,100000.0,2,2017-07-01,0,2,598.0,14,19.97,2.0,670.0,674.0,8.0,0.0,0.0,11982.0,72.2,30.0,1,0,Feb-2005,5.0,1.0,0.0,2.0,3.0,3.0,2.0,5.0,16.0,4.0,13.0,3.0,8.0,0.0,0.0,0.0,1.0
245093,32000.0,3,12.69,1073.44,C,C2,8990.0,10+ years,0,95000.0,2,2015-10-01,0,0,158.0,9,24.08,0.0,710.0,714.0,16.0,0.0,0.0,49155.0,72.7,37.0,1,0,Feb-2004,0.0,1.0,0.0,4.0,9.0,9.0,5.0,13.0,8.0,11.0,26.0,9.0,16.0,0.0,0.0,0.0,0.0
471352,21000.0,3,11.48,692.3,B,B5,169746.0,10+ years,2,100000.0,1,2016-01-01,0,0,524.0,20,24.66,1.0,660.0,664.0,11.0,1.0,0.0,10949.0,33.7,14.0,1,0,Jan-1998,0.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,7.0,7.0,5.0,11.0,0.0,0.0,1.0,2.0
4109,4000.0,3,14.65,137.98,C,C5,6917.0,4 years,1,19000.0,0,2015-03-01,1,9,272.0,0,30.7,0.0,680.0,684.0,6.0,0.0,0.0,3838.0,83.4,10.0,1,0,Mar-2001,10.0,1.0,1.0,1.0,5.0,5.0,1.0,4.0,2.0,5.0,8.0,5.0,6.0,0.0,0.0,0.0,3.0
180415,16000.0,3,12.85,537.95,B,B4,54.0,9 years,1,80000.0,1,2014-02-01,0,0,121.0,14,21.09,0.0,710.0,714.0,11.0,0.0,0.0,12093.0,58.4,20.0,0,0,Aug-1995,0.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,9.0,6.0,10.0,3.0,11.0,0.0,0.0,0.0,3.0
404968,18000.0,5,9.16,375.05,B,B2,184.0,4 years,2,105000.0,0,2016-02-01,1,4,24.0,17,14.8,0.0,705.0,709.0,13.0,0.0,0.0,14085.0,36.2,20.0,0,0,May-2008,4.0,1.0,0.0,5.0,6.0,6.0,6.0,7.0,6.0,10.0,12.0,6.0,13.0,0.0,0.0,0.0,5.0
629998,11500.0,3,16.55,407.44,D,D2,11239.0,10+ years,1,23000.0,1,2015-05-01,0,0,206.0,9,31.84,0.0,720.0,724.0,14.0,0.0,0.0,17562.0,48.0,17.0,1,0,Dec-1991,0.0,1.0,0.0,6.0,10.0,10.0,6.0,6.0,1.0,14.0,16.0,10.0,14.0,0.0,0.0,0.0,1.0
525401,35000.0,5,14.65,826.24,C,C5,39861.0,3 years,0,120000.0,2,2015-10-01,0,0,657.0,17,33.31,0.0,765.0,769.0,12.0,0.0,0.0,7929.0,23.3,39.0,0,0,Oct-2001,0.0,1.0,0.0,1.0,2.0,2.0,1.0,5.0,23.0,5.0,11.0,2.0,12.0,0.0,0.0,0.0,1.0
71806,16750.0,5,17.27,418.72,C,C5,233547.0,1 year,1,38000.0,2,2013-03-01,0,4,32.0,21,20.53,0.0,685.0,689.0,5.0,0.0,0.0,24582.0,69.2,11.0,1,0,Aug-2000,842.0,1.0,0.0,4.0,4.0,4.0,4.0,9.0,1.0,4.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0
258476,20000.0,5,13.98,465.16,C,C3,14045.0,10+ years,1,56000.0,1,2014-06-01,0,0,51.0,13,23.43,0.0,715.0,719.0,11.0,0.0,0.0,13391.0,40.0,14.0,0,0,Nov-2000,0.0,1.0,0.0,5.0,8.0,8.0,5.0,5.0,4.0,9.0,10.0,8.0,11.0,0.0,0.0,0.0,2.0
218805,20000.0,5,12.99,454.96,C,C2,54.0,,1,60000.0,2,2016-04-01,1,4,137.0,32,21.06,0.0,690.0,694.0,11.0,1.0,1.0,18993.0,66.6,17.0,0,0,Jan-1991,2.0,1.0,0.0,5.0,5.0,5.0,7.0,10.0,3.0,9.0,14.0,5.0,11.0,0.0,0.0,0.0,3.0
523311,12000.0,5,13.67,277.18,C,C4,22541.0,10+ years,1,104168.0,1,2015-11-01,1,4,406.0,8,13.93,0.0,700.0,704.0,15.0,0.0,0.0,29431.0,57.5,31.0,0,0,Mar-2000,4.0,1.0,0.0,6.0,10.0,10.0,10.0,17.0,7.0,14.0,24.0,10.0,15.0,0.0,0.0,0.0,3.0
177790,10000.0,3,9.75,321.5,B,B3,7493.0,4 years,1,65000.0,0,2016-03-01,1,4,240.0,21,31.68,0.0,695.0,699.0,16.0,0.0,0.0,22001.0,56.4,39.0,0,0,Oct-1997,4.0,1.0,0.0,7.0,10.0,10.0,7.0,13.0,15.0,11.0,20.0,10.0,16.0,0.0,0.0,0.0,3.0
258653,12000.0,3,9.93,386.82,B,B2,112761.0,10+ years,1,60000.0,2,2018-01-01,0,0,45.0,21,21.63,0.0,690.0,694.0,15.0,0.0,0.0,19358.0,66.8,23.0,0,0,May-1999,0.0,1.0,0.0,5.0,11.0,11.0,5.0,7.0,6.0,14.0,17.0,11.0,15.0,0.0,0.0,0.0,2.0
733130,20000.0,5,16.55,492.23,D,D2,5631.0,7 years,1,60000.0,1,2015-05-01,1,4,76.0,26,13.68,0.0,685.0,689.0,6.0,0.0,0.0,14378.0,76.9,8.0,0,0,Oct-2003,4.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,1.0
427451,35000.0,5,17.27,874.93,C,C5,324228.0,10+ years,0,109000.0,2,2012-12-01,0,0,16.0,5,14.77,2.0,715.0,719.0,10.0,0.0,0.0,58390.0,90.3,31.0,1,0,Aug-1983,28.0,1.0,0.0,3.0,4.0,4.0,3.0,10.0,9.0,6.0,15.0,4.0,10.0,0.0,0.0,0.0,2.0
294214,15000.0,3,11.39,493.86,B,B3,13.0,7 years,1,43000.0,1,2017-01-01,1,4,116.0,14,31.5,0.0,685.0,689.0,11.0,0.0,0.0,11952.0,33.9,34.0,0,0,Jun-2005,4.0,1.0,12.0,4.0,5.0,5.0,4.0,11.0,21.0,6.0,13.0,5.0,9.0,0.0,0.0,0.0,1.0
594555,8000.0,3,9.17,255.04,B,B2,1440.0,4 years,1,76000.0,0,2015-09-01,0,4,228.0,24,14.38,0.0,660.0,664.0,8.0,0.0,0.0,7804.0,62.4,17.0,0,0,Jul-2004,4.0,1.0,0.0,3.0,3.0,3.0,3.0,5.0,4.0,6.0,13.0,3.0,8.0,0.0,0.0,0.0,0.0
143338,35000.0,5,18.49,898.13,E,E2,25425.0,5 years,1,155000.0,2,2015-11-01,0,0,41.0,25,11.2,1.0,675.0,679.0,10.0,0.0,0.0,22824.0,63.4,21.0,1,0,Oct-1998,0.0,1.0,0.0,4.0,4.0,4.0,4.0,6.0,13.0,6.0,8.0,4.0,10.0,0.0,0.0,0.0,2.0
527911,16000.0,5,10.99,347.8,B,B3,19.0,2 years,0,67000.0,0,2014-10-01,0,4,470.0,18,26.42,0.0,680.0,684.0,13.0,1.0,0.0,37853.0,79.7,21.0,0,0,Apr-2003,4.0,1.0,0.0,6.0,10.0,10.0,6.0,7.0,5.0,11.0,13.0,10.0,13.0,0.0,0.0,0.0,0.0
556992,10000.0,3,8.39,315.17,B,B1,1812.0,10+ years,1,39000.0,1,2016-03-01,0,0,616.0,0,25.11,0.0,705.0,709.0,14.0,1.0,1.0,7959.0,28.8,22.0,0,0,Jan-2003,0.0,1.0,0.0,4.0,8.0,8.0,7.0,10.0,6.0,12.0,16.0,8.0,14.0,0.0,0.0,0.0,2.0
347581,6000.0,3,11.48,197.8,B,B5,165474.0,10+ years,1,23500.0,2,2016-01-01,0,0,191.0,5,34.73,0.0,685.0,689.0,9.0,1.0,1.0,3096.0,24.4,29.0,1,0,Sep-1975,0.0,1.0,0.0,1.0,2.0,2.0,1.0,10.0,8.0,6.0,21.0,3.0,9.0,0.0,0.0,0.0,1.0
524850,12000.0,3,10.99,392.81,B,B4,47017.0,3 years,0,108000.0,1,2015-09-01,0,0,52.0,19,8.16,1.0,665.0,669.0,13.0,1.0,0.0,11274.0,58.1,35.0,0,0,Jun-1988,0.0,1.0,9.0,4.0,10.0,10.0,4.0,18.0,1.0,11.0,30.0,10.0,13.0,0.0,0.0,1.0,3.0
62126,3500.0,3,8.67,110.77,B,B1,32.0,10+ years,2,100000.0,0,2015-01-01,0,0,197.0,4,25.84,0.0,700.0,704.0,14.0,0.0,0.0,30281.0,53.6,33.0,1,0,May-2000,0.0,1.0,0.0,2.0,9.0,9.0,2.0,6.0,13.0,10.0,19.0,9.0,14.0,0.0,0.0,0.0,1.0
258383,12000.0,3,7.99,375.99,A,A4,125164.0,1 year,1,80000.0,1,2016-08-01,0,0,134.0,8,16.08,0.0,680.0,684.0,7.0,0.0,0.0,6492.0,51.5,19.0,1,0,Feb-2004,0.0,1.0,1.0,3.0,3.0,3.0,5.0,9.0,7.0,5.0,11.0,3.0,7.0,0.0,0.0,0.0,2.0
203776,30000.0,5,15.02,714.02,C,C3,54.0,< 1 year,0,100000.0,2,2018-08-01,0,5,370.0,13,22.78,1.0,705.0,709.0,11.0,0.0,0.0,115729.0,44.0,26.0,0,1,Feb-1995,6.0,1.0,0.0,1.0,3.0,3.0,3.0,5.0,10.0,9.0,14.0,3.0,11.0,0.0,0.0,0.0,3.0
275767,20400.0,5,17.99,517.92,D,D2,38.0,10+ years,0,56000.0,0,2016-10-01,1,4,196.0,14,14.88,0.0,695.0,699.0,15.0,0.0,0.0,4878.0,32.7,27.0,0,0,Feb-1989,4.0,1.0,3.0,3.0,7.0,7.0,3.0,4.0,11.0,10.0,13.0,7.0,15.0,0.0,0.0,0.0,1.0
534264,24350.0,3,24.74,964.81,E,E3,51771.0,10+ years,2,54114.0,2,2017-03-01,0,3,542.0,14,31.03,0.0,675.0,679.0,24.0,0.0,0.0,20882.0,33.0,35.0,1,0,Aug-1997,3.0,1.0,0.0,14.0,22.0,22.0,18.0,18.0,6.0,22.0,28.0,16.0,23.0,,0.0,0.0,11.0
154380,19600.0,5,12.69,442.86,C,C2,88730.0,3 years,0,120000.0,0,2015-04-01,1,0,161.0,14,4.02,2.0,675.0,679.0,7.0,0.0,0.0,6177.0,47.2,21.0,1,0,Oct-1997,0.0,1.0,0.0,2.0,3.0,3.0,3.0,7.0,7.0,5.0,12.0,3.0,7.0,0.0,0.0,0.0,1.0
216645,5000.0,3,9.49,160.15,B,B2,4949.0,5 years,2,65000.0,1,2016-07-01,0,2,62.0,13,18.37,2.0,665.0,669.0,14.0,0.0,0.0,16792.0,78.5,31.0,0,0,Oct-1996,5.0,1.0,3.0,1.0,8.0,8.0,2.0,5.0,5.0,12.0,25.0,8.0,14.0,0.0,0.0,0.0,2.0
327587,6000.0,3,12.35,200.3,B,B4,54.0,,1,22700.0,2,2013-09-01,0,0,61.0,31,13.37,0.0,705.0,709.0,4.0,0.0,0.0,5924.0,76.9,6.0,1,0,Dec-2001,2263.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0
26768,5000.0,3,9.17,159.4,B,B2,54.0,,2,60000.0,0,2015-12-01,0,8,49.0,12,13.52,1.0,700.0,704.0,6.0,0.0,0.0,2412.0,68.9,30.0,0,0,Dec-1997,9.0,1.0,0.0,3.0,4.0,4.0,4.0,15.0,4.0,5.0,24.0,4.0,6.0,0.0,0.0,0.0,1.0
617617,7000.0,5,12.99,159.24,C,C1,230889.0,4 years,1,36000.0,1,2011-05-01,0,8,171.0,8,10.03,0.0,700.0,704.0,8.0,0.0,0.0,9303.0,59.6,20.0,1,0,Oct-1999,7800.0,1.0,,,,,,,,,,,,,,,
249617,12000.0,3,15.99,421.83,D,D2,5325.0,3 years,1,90000.0,2,2015-02-01,0,0,501.0,26,11.47,0.0,680.0,684.0,4.0,0.0,0.0,7816.0,84.0,5.0,1,0,Jul-2006,0.0,1.0,0.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,2.0
691929,7200.0,3,12.79,241.87,C,C1,2205.0,10+ years,0,108000.0,1,2016-06-01,0,4,32.0,21,6.73,0.0,690.0,694.0,8.0,0.0,0.0,7184.0,53.2,16.0,0,0,Sep-2004,4.0,1.0,0.0,3.0,6.0,6.0,3.0,6.0,2.0,6.0,11.0,6.0,8.0,0.0,0.0,0.0,4.0
601712,35000.0,3,7.89,1095.0,A,A5,161104.0,2 years,0,145000.0,1,2016-02-01,0,0,149.0,22,12.61,0.0,750.0,754.0,9.0,0.0,0.0,22589.0,45.7,30.0,0,0,Jul-1998,0.0,1.0,0.0,3.0,4.0,4.0,3.0,7.0,10.0,6.0,14.0,4.0,9.0,0.0,0.0,0.0,1.0
432585,5000.0,3,10.99,163.67,B,B4,307.0,10+ years,0,40000.0,1,2015-08-01,0,4,32.0,21,20.37,0.0,695.0,699.0,13.0,1.0,1.0,4314.0,26.0,19.0,0,0,Jan-2005,4.0,1.0,2.0,3.0,9.0,9.0,3.0,3.0,5.0,10.0,12.0,9.0,13.0,0.0,0.0,0.0,6.0
566942,14000.0,3,11.22,459.81,B,B5,161.0,2 years,1,48000.0,2,2015-12-01,0,4,628.0,24,33.61,1.0,680.0,684.0,14.0,0.0,0.0,193553.0,68.9,27.0,0,0,Jan-1995,4.0,1.0,0.0,5.0,7.0,7.0,8.0,13.0,3.0,12.0,23.0,7.0,14.0,0.0,0.0,0.0,3.0
181437,1800.0,3,13.49,61.08,C,C2,7122.0,< 1 year,1,57480.0,1,2016-12-01,0,10,241.0,7,4.7,3.0,675.0,679.0,5.0,0.0,0.0,0.0,,14.0,0,0,Oct-2003,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0
381757,7000.0,3,11.99,232.47,B,B3,258591.0,10+ years,1,70000.0,0,2013-11-01,0,0,617.0,9,21.33,0.0,685.0,689.0,12.0,0.0,0.0,5125.0,43.4,22.0,0,0,Jun-1993,2239.0,1.0,0.0,3.0,5.0,5.0,3.0,6.0,9.0,9.0,11.0,5.0,11.0,0.0,0.0,0.0,2.0
759484,6500.0,3,11.99,215.87,C,C1,54.0,,2,30000.0,0,2016-01-01,0,4,498.0,32,8.79,2.0,700.0,704.0,16.0,0.0,0.0,3512.0,13.0,24.0,1,1,Sep-1997,2.0,1.0,2.0,6.0,8.0,8.0,9.0,11.0,6.0,16.0,18.0,8.0,16.0,0.0,0.0,0.0,7.0
613919,10150.0,3,6.49,311.05,A,A2,2251.0,8 years,0,75000.0,2,2015-01-01,1,4,504.0,11,28.1,0.0,740.0,744.0,17.0,0.0,0.0,39504.0,36.6,23.0,0,0,May-1988,4.0,1.0,0.0,6.0,7.0,7.0,11.0,11.0,2.0,13.0,15.0,7.0,17.0,0.0,0.0,0.0,2.0
563780,12000.0,5,12.74,271.45,C,C1,1494.0,3 years,2,60000.0,0,2017-05-01,1,4,248.0,11,24.74,0.0,685.0,689.0,22.0,0.0,0.0,13542.0,36.3,36.0,0,0,Sep-2004,4.0,1.0,0.0,5.0,12.0,12.0,6.0,7.0,10.0,17.0,25.0,12.0,22.0,0.0,0.0,0.0,1.0
642277,5825.0,3,18.49,212.03,D,D2,312412.0,4 years,0,20000.0,2,2013-03-01,0,0,677.0,13,6.0,0.0,675.0,679.0,3.0,0.0,0.0,5462.0,81.5,7.0,1,0,Mar-2005,0.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,1.0
630038,4675.0,3,19.24,171.94,E,E2,3712.0,1 year,1,13000.0,0,2014-11-01,0,0,134.0,8,26.13,0.0,670.0,674.0,8.0,0.0,0.0,2512.0,96.6,8.0,1,0,Jun-2009,0.0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,8.0,0.0,0.0,0.0,1.0
481289,10000.0,3,15.8,350.59,C,C3,293124.0,4 years,0,85000.0,2,2013-06-01,0,0,79.0,2,12.82,0.0,680.0,684.0,6.0,0.0,0.0,3227.0,50.4,10.0,1,0,May-1999,38.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,3.0
688390,8950.0,3,5.93,272.0,A,A1,385.0,1 year,0,52500.0,1,2015-02-01,0,0,197.0,4,26.81,0.0,770.0,774.0,12.0,0.0,0.0,9329.0,26.4,28.0,0,0,Nov-1993,0.0,1.0,0.0,2.0,3.0,3.0,4.0,11.0,5.0,9.0,21.0,3.0,12.0,0.0,0.0,0.0,0.0
3553,10000.0,3,14.65,344.95,C,C5,218.0,5 years,2,50000.0,0,2015-06-01,1,0,725.0,4,23.52,0.0,675.0,679.0,14.0,0.0,0.0,18537.0,58.3,39.0,1,0,Aug-2001,0.0,1.0,1.0,3.0,5.0,5.0,3.0,10.0,11.0,12.0,28.0,5.0,14.0,0.0,0.0,0.0,3.0
134088,20000.0,3,10.99,654.68,B,B4,37453.0,< 1 year,1,204468.0,1,2015-10-01,0,5,222.0,12,12.67,0.0,690.0,694.0,12.0,1.0,0.0,17173.0,61.3,23.0,1,0,Nov-2002,6.0,1.0,2.0,5.0,6.0,6.0,5.0,5.0,15.0,7.0,8.0,6.0,12.0,0.0,0.0,0.0,3.0
252325,20000.0,3,10.64,651.37,B,B2,54.0,10+ years,1,50000.0,2,2013-08-01,0,4,833.0,22,20.38,0.0,730.0,734.0,4.0,0.0,0.0,29205.0,88.0,14.0,1,0,Nov-2000,35487.0,1.0,0.0,3.0,3.0,3.0,3.0,8.0,5.0,3.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0
411672,16000.0,3,6.49,490.32,A,A2,1294.0,10+ years,0,58000.0,0,2016-03-01,0,0,165.0,17,28.45,0.0,745.0,749.0,16.0,0.0,0.0,7032.0,15.2,26.0,0,0,Mar-1999,0.0,1.0,0.0,2.0,5.0,5.0,7.0,9.0,10.0,11.0,13.0,5.0,16.0,0.0,0.0,0.0,3.0
